,bright_state_server,bright_state_user,Iteration,Fidelity,Fidelity_std,Rate,Rate_std,Utility,Utility_std,server_distance
0,0.06113161402187428,0.0326908026118154,1,0.9088421720694179,1.429469940396672e-16,58.875,3.116458743133836,6.390091029634666,0.07527487839524669,1.5
1,0.06536796662640407,0.027211197542824507,10,0.909792490034563,1.0644570621990151e-16,48.815000000000005,2.7815866036686865,6.037327509314698,0.08009904058498393,12.444444444444445
2,0.06280623295397343,0.01997765465280102,15,0.9188890740358889,1.331163278210069e-16,36.315,2.1894007274993657,5.650965896392147,0.0834091505649971,23.38888888888889
3,0.07626955798038842,0.021682648379137776,17,0.9042527616507684,1.4406397200949765e-16,34.91,2.2993770539802085,5.232612011642174,0.09431758825084698,34.333333333333336
4,0.06325215282513869,0.012879182284542837,1,0.9249548462318178,1.332953592622667e-16,22.33,1.9678467297922415,4.803657392352897,0.12809044122050567,45.27777777777778
5,0.07449100842264966,0.013785384667839316,21,0.9130927898500454,1.9741632082038412e-16,21.240000000000002,1.626048720202785,4.445507231322704,0.10988434136899752,56.22222222222222
6,0.06550923892063841,0.008315911331495226,7,0.92690120844421,1.3719784217306807e-16,13.945,1.288723494830404,3.9020755390551565,0.13703826399052396,67.16666666666667
7,0.09378264549749829,0.014024908899861077,0,0.893946169681961,2.0131981699793645e-16,15.834999999999999,2.2206598946179916,3.3682029102383675,0.20149816829718384,78.11111111111111
8,0.08004162673527009,0.007224395612053637,15,0.9135049808219666,1.4293319162239947e-16,10.850000000000001,1.3400921948388498,3.103484396893079,0.17430248955867955,89.05555555555556
9,0.07154848740371028,0.018719729688247082,19,0.9115176073664427,1.2846352680363102e-16,7.604999999999999,1.8436034045409488,2.2966844132542654,0.36289823124759885,100.0
